Event Name;Event Date;Event Location;Event Category;Event Type;Organizing Company;Company Website;Event Url
Tandem Bike Ride;Saturday, September  3, 2016 @ 10:30 AM (PDT) - Saturday, November  5, 2016 @ 12:30 PM (PDT);Therapeutic Recreation Services 3325 Zoo Drive, MS 33 San Diego , CA 92101 ;cycling; Cycling San Diego, CA;City of San Diego Park and Recreation Department; ;http://www.active.com/http://www.activekids.com/san-diego-ca/cycling/classes/tandem-bike-ride-2016?int=72-3-A32cf52f0a-777e-4d94-bfc5-b1a8eb8e8e11
Hobart Seven Hills Dash Permanent;Friday, December 31, 1999 @  1:00 PM (UTC) - Tuesday, December 31, 2019 @  1:00 PM (UTC);  Parliament Square Hobart , Tasmania , Australia 7000 ;cycling; Cycling; ;http://regonline.activeglobal.com/Hobart_Seven_Hills_Perm;http://www.active.com//hobart-tasmania/cycling/races/hobart-seven-hills-dash-permanent-1999?int=72-3-A3198287be-7358-4bf3-8d28-25789d0efa30
Session #2 10:05am-11:20am;Tuesday, December 27, 2016 - Saturday, December 31, 2016;VIrginia Weselyn College 1584 Weselyn Drive Norfolk , VA 23502 ;cycling; Cycling Norfolk, VA;Families of Autistic Children in Tidewater; ;http://www.active.com/http://www.activekids.com/norfolk-va/cycling/camps/session-2-10-05am-11-20am-2016?int=72-3-A106c9e271b-78b2-4fc4-851c-ccd4fc702544
Bicycle Club Meetings;Wednesday, January  6, 2010 @ 10:00 AM - Sunday, December 27, 2020 @ 12:00 PM;Sun City Mesquite 1350 Flat Top Mesa Drive Mesquite , NV 89034 ;cycling; Cycling Mesquite, NV;Sun City Mesquite; ;http://www.active.com//mesquite-nv/cycling/mountain-biking-classes/bicycle-club-meetings-2010-13216218?int=72-3-A819f4ec5b-4d2c-424a-ba20-ec03f7e1f006
Cycling Classes - Cycle 45;Monday, January  4, 2016 @  5:30 AM (EST) - Monday, December 26, 2016 @  6:15 AM (EST);Jennersville Branch 880 W. Baltimore Pike West Grove , PA 19390 ;cycling; Cycling West Grove, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//west-grove-pa/cycling/classes/cycling-classes-cycle-45-2016?int=72-3-A89a4aa916-4021-45de-a135-eefeb0695c5f
SPIN Class (6:15 pm) Fall;Thursday, September  8, 2016 @  6:00 PM - Thursday, December  8, 2016 @  7:00 PM;Lake Country Community Complex 10241 Bottom Wood Lake Road Lake Country , BC , Canada V4V 2M1 ;cycling; Cycling Spinning;District of Lake Country; ;http://www.active.com//lake-country-bc/cycling/spinning-classes/spin-class-6-15-pm-fall-2016?int=72-3-A4d68addff-22ac-444d-bde3-2bae365d8d4a
Spin;Tuesday, May  1, 2012 @ 10:00 AM (EDT) - Tuesday, December 29, 2020 @ 10:30 AM (EST);BFUMC Rec 709 Christmas Ave. Bethlehem , GA 30620 ;cycling; Cycling Spinning;Bethlehem First United Methodist Church; ;http://www.active.com//bethlehem-ga/cycling/spinning-classes/spin-2012-12900869?int=72-3-A88c26f56d-21ec-4d61-8026-4036f6c7867b
Riverbank Ramble II Permanent;Friday, December 31, 1999 @  1:00 PM (UTC) - Tuesday, December 31, 2019 @  1:00 PM (UTC);  77 Bastick St Bellerive Hobart , Tasmania , Australia 7018 ;cycling; Cycling; ;http://regonline.activeglobal.com/Riverbank_Ramble_2_Perm;http://www.active.com//hobart-tasmania/cycling/riverbank-ramble-ii-permanent-1999?int=72-3-A145f87353-0a31-4686-94d9-6a7e5adf8824
Quick Cycle;Wednesday, September 28, 2016 @ 12:30 PM - Wednesday, November 30, 2016 @  1:20 PM;SE16 Recreation Centre 3700 Willingdon Avenue Burnaby , BC , Canada V5G 3H2 ;cycling; Cycling Spinning;BCIT Recreation Services; ;http://www.active.com//burnaby-bc/cycling/spinning-classes/quick-cycle-2016?int=72-3-A5418f4534-8854-4c2a-be6c-dfa2a85b424e
Bicycle Club Meetings;Wednesday, January  6, 2010 @ 10:00 AM - Sunday, December 27, 2020 @ 12:00 PM;Sun City Mesquite 1350 Flat Top Mesa Drive Mesquite , NV 89034 ;cycling; Cycling Mesquite, NV;Sun City Mesquite; ;http://www.active.com//mesquite-nv/cycling/mountain-biking-classes/bicycle-club-meetings-2010-12939881?int=72-3-A1147cba881-b58a-4b0b-874e-9a08a830e3fd
Indoor Cycling - Power Lunch Express;Monday, September 12, 2016 @ 12:15 PM - Monday, December 19, 2016 @  1:00 PM;West End Community Centre 870 Denman Street Vancouver , BC , Canada V6G 2L8 ;cycling; Fitness;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/cycling/classes/indoor-cycling-power-lunch-express-2016-25576670?int=72-3-A6d6a39a46-b2c3-4a95-b1bd-e2b28b124cfb
Trans Outeniqua 3 Day MTB Tour;Wednesday, February 17, 2016 - Sunday, February 19, 2017;Pine Creek Holiday Resort Grootbrak River Western Cape , South Africa 6525 ;cycling; Cycling Mountain Biking;Trisport PTY LTD;http://trisport.co.za/trievent/trans-outeniqua-mtb/;http://www.active.com//western-cape/cycling/mountain-biking-races/trans-outeniqua-3-day-mtb-tour-2016?int=72-3-A17ae6f035-b1dd-42cd-9bae-492cece0d427
Cycling Classes - Cycling;Sunday, January  3, 2016 @  8:00 AM (EST) - Sunday, December 18, 2016 @  9:00 AM (EST);Brandywine Branch 295 Hurley Road Coatesville , PA 19320 ;cycling; Cycling Coatesville, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//coatesville-pa/cycling/classes/cycling-classes-cycling-2016?int=72-3-A3e0cb391e-c8a1-42db-b1e2-57fdd84beb85
Westerville Bike Club 2016 Membership;Thursday, January 21, 2016 - Friday, March 31, 2017;Westerville, Ohio P.O. Box 356 Westerville , OH 43086 ;cycling; Cycling Westerville, OH;Westerville Bicycle Club;http://www.westervillebicycleclub.org;http://www.active.com//westerville-oh/cycling/mountain-biking-memberships/westerville-bike-club-membership-2016?int=72-3-A4add4958b-23b3-4309-8a1f-b2777994b156
Indoor Cycling;Monday, February  6, 2017 @  5:30 PM (PST) - Wednesday, March  1, 2017 @  6:25 PM (PST);Exertec Health &ampand Fitness Center 1500 First Street Napa , CA 94559 ;cycling; Cycling Napa, CA;City of Napa; ;http://www.active.com//napa-ca/cycling/classes/indoor-cycling-2017-27520995?int=72-3-A101e5fd382-2c80-4ebb-a25b-ba23f6d35138
Fitness Classes - Indoor Cycle;Wednesday, January  6, 2016 @  5:30 AM (EST) - Wednesday, December 28, 2016 @  6:25 AM (EST);Lionville Branch 100 Devon Drive Exton , PA 19341 ;cycling; Fitness Exton, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//exton-pa/pilates/classes/fitness-classes-indoor-cycle-2016?int=72-3-A57a15adaa-6e07-41ee-88ba-4d50c2f3060c
Fitness Classes - Cycle Strength;Wednesday, January  6, 2016 @ 10:15 AM (EST) - Wednesday, December 28, 2016 @ 11:10 AM (EST);Lionville Branch 100 Devon Drive Exton , PA 19341 ;cycling; Fitness Exton, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//exton-pa/pilates/classes/fitness-classes-cycle-strength-2016-19403945?int=72-3-A70001eb92-fe51-44b6-8f06-90c864965bd4
Wannamaker North Trail;Saturday, December 10, 2016 @  2:00 PM;  8888 University Blvd North Charleston , SC 29406.0 ;cycling; Cycling Mountain Biking North Charleston, SC; ; ;http://www.active.com//north-charleston-sc/cycling/mountain-biking-classes/wannamaker-north-trail-2016-1?int=72-3-A91a2e2771-3b22-4de4-a3c7-a23c48637124
Session 1 - Grom Skateboard Camp;Friday, June 16, 2017 - Friday, June 23, 2017;Windells Campus 59550 E Hwy 26 Sandy , OR 97055 ;cycling; Winter Sports;We Are Camp; ;http://www.active.com/http://www.activekids.com/sandy-or/arts-and-crafts/camp/session-1-grom-skateboard-camp-2017?int=72-3-A2d50a15bd-abfe-4e9d-95b5-26181b285a1c
Cycling Classes - Cycling;Monday, October 31, 2016 @  6:00 PM (EDT) - Monday, December 12, 2016 @  6:55 PM (EST);Livonia Family YMCA 14255 Stark Livonia , MI 48225 ;cycling; Cycling Livonia, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//livonia-mi/cycling/classes/cycling-classes-cycling-2016-25115545?int=72-3-A38ea01ee5-6e29-4f98-8799-3f7604cbe53a
Lake Ripley Ride 2017;Saturday, July 29, 2017;Ripley Park N4310 Park Rd. Cambridge , WI 53523 ;cycling; Cycling;Cambridge Community Activities Program;http://www.cambridgecap.net/adult-athletic/lake-ripley-ride/;http://www.active.com//cambridge-wi/cycling/races/lake-ripley-ride-2017?int=72-3-A634925b37-7e35-4ed5-bd7a-08bac538abc8
The Cambodia Charity Run & Cycling 2017;Saturday, February 18, 2017;Koh Pich Theatre Diamond Island 12301 Koh Pich Island Phnom Penh , Phnom Penh , Cambodia 12401 ;cycling; Cycling 10K Half Marathon Beginner;Active Sports Asia;http://www.activesport.com.kh;http://www.active.com//phnom-penh-phnompenh/running/distance-running-races/the-cambodia-charity-run-and-cycling-2017?int=72-3-A9748292ac-d88f-445a-be4f-d9e7a7ad4afa
Build your Bamboo Bike January 2017;Friday, January 20, 2017 - Sunday, January 22, 2017;Earn A Bike Ella Austin 1023 N Pine St, San Antonio , TX 78202 ;cycling; Technology Architecture San Antonio, TX;FitZip.org; ;http://www.active.com//san-antonio-tx/architecture/classes/build-your-bamboo-bike-january-2017?int=72-3-A99fbdf425-fdfc-49ad-933f-a613fcb607fd
Saturday Spin Session 2;Saturday, October  1, 2016 @  7:00 AM (EDT) - Saturday, November  5, 2016 @  7:45 AM (EDT);Town of Christiansburg Recreation Department 1600 North Franklin Street Christiansburg , VA 24073 ;cycling; Cycling Spinning Christiansburg, VA;Town of Christiansburg; ;http://www.active.com//christiansburg-va/cycling/spinning-classes/saturday-spin-session-2-2016?int=72-3-A9ef464291-1104-43b9-bb44-8f0bb7f821f7
Wannamaker North Trail;Saturday, December 10, 2016 @  2:00 PM;  8888 University Blvd North Charleston , SC 29406.0 ;cycling; Cycling Mountain Biking North Charleston, SC; ; ;http://www.active.com//north-charleston-sc/cycling/mountain-biking-classes/wannamaker-north-trail-2016-1?int=72-3-A11a2e2771-3b22-4de4-a3c7-a23c48637124
Harbison Overnight Bike Trip;Saturday, November 12, 2016 @ 10:00 AM - Sunday, November 13, 2016 @  3:30 PM;  861 Riverland Dr Charleston , SC 29412.0 ;cycling; Cycling Mountain Biking Charleston, SC; ; ;http://www.active.com//charleston-sc/cycling/mountain-biking-classes/harbison-overnight-bike-trip-2016-8?int=72-3-A988bb0797-20ed-4bf7-adbe-d7da2ff082ee
Cycling Classes - Cycle;Saturday, January  9, 2016 @ 10:00 AM (EST) - Saturday, December 24, 2016 @ 11:00 AM (EST);Upper Main Line Branch 1416 Berwyn-Paoli Road Berwyn , PA 19312 ;cycling; Cycling Berwyn, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//berwyn-pa/cycling/classes/cycling-classes-cycle-2016-19866745?int=72-3-A652ea100e-3dfc-4c47-95e5-a57222a7f166
Northwest Singletrack Smorgasbord;Sunday, November 13, 2016;TBA TBD TBD , OR 97224 ;cycling; Cycling Mountain Biking Tbd, OR;Dog Star Adventure Tours; ;http://www.active.com/http://www.activekids.com/tbd-or/cycling/mountain-biking-camps/northwest-singletrack-smorgasbord-2016-4b?int=72-3-A114b45541c-014f-493a-ac67-efea44af87c2
Easy Rider**;Tuesday, October 25, 2016 @ 10:30 AM (PDT) - Thursday, December 15, 2016 @ 11:15 AM (PST);Campbell Community Center 1 W Campbell Ave Campbell , CA 95008 ;cycling; Cycling Spinning Campbell, CA;Campbell Recreation and Community Services; ;http://www.active.com//campbell-ca/cycling/spinning-classes/easy-rider-2016?int=72-3-A1141dd7f74-cceb-41d3-b295-559cc60dc2bc
Intro to Cycle;Tuesday, January  5, 2016 @  5:00 PM - Tuesday, December 27, 2016 @  5:45 PM;Hillcrest Community Centre 4575 Clancy Loranger Way Vancouver , BC , Canada V5Y 2M4 ;cycling; Cycling;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/cycling/classes/intro-to-cycle-2016?int=72-3-A115dc6b946-796d-415d-89e1-9e0e8c4da1dc
Session #4 2:00pm-3:15pm;Tuesday, December 27, 2016 - Saturday, December 31, 2016;VIrginia Weselyn College 1584 Weselyn Drive Norfolk , VA 23502 ;cycling; Cycling Norfolk, VA;Families of Autistic Children in Tidewater; ;http://www.active.com/http://www.activekids.com/norfolk-va/cycling/camps/session-4-2-00pm-3-15pm-2016-26387396?int=72-3-A4eaaabb4d-b272-4c45-96a8-bba7ea379adb
MTB Madness - Cross Country Mountain Bike Racing;Sunday, February 26, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;cycling; Cycling Mountain Biking Beginner Granite Bay, CA;Total Body Fitness;http://www.tbfracing.com;http://www.active.com//granite-bay-ca/cycling/mountain-biking-races/mtb-madness-cross-country-mountain-bike-racing-2017?int=72-3-A19c3fb4f2-2b67-4f62-b264-2c552f99ffcf
Fitness Classes - Indoor Cycle;Monday, January  4, 2016 @  5:30 AM (EST) - Monday, December 26, 2016 @  6:25 AM (EST);Lionville Branch 100 Devon Drive Exton , PA 19341 ;cycling; Fitness Exton, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//exton-pa/pilates/classes/fitness-classes-indoor-cycle-2016-19403823?int=72-3-A3cdf2c4f6-1f27-42d5-a19c-bde46114fd5a
Session #3 11:40am-12:55pm;Tuesday, December 27, 2016 - Saturday, December 31, 2016;VIrginia Weselyn College 1584 Weselyn Drive Norfolk , VA 23502 ;cycling; Cycling Norfolk, VA;Families of Autistic Children in Tidewater; ;http://www.active.com/http://www.activekids.com/norfolk-va/cycling/camps/session-3-11-40am-12-55pm-2016-26387383?int=72-3-A74e2fbf24-bb00-43ce-98cf-425aa310bfb0
Grizzly Fat Bike Marathon 2 Person Team;Saturday, February 11, 2017;Canmore Nordic Centre 1988 Olympic Way Canmore , AB , Canada T1W 2T6 ;cycling; Cycling;Grizzly Mountain Events;http://www.grizzlyevents.ca;http://www.active.com//canmore-ab/cycling/races/grizzly-fat-bike-marathon-2-person-team-2017?int=72-3-A109793d1ca-6e9a-4032-9be1-ec7f4d18d828
Bannockburn Classic MTB;Friday, December 30, 2016;Bannockburn Bannockburn Road Bannockburn Cromwell , New Zealand 9384 ;cycling; Cycling Mountain Biking 10K Beginner;Cromwell and Districts Promotion Group;http://www.cromwell.org.nz/bannockburn-mtb-classic.html;http://www.active.com//cromwell/cycling/mountain-biking-races/bannockburn-classic-mtb-2016?int=72-3-A2f5420a81-a0b1-44ce-9f22-ebe2bf34d157
Urban Biking Workshop for Adults;Sunday, April 30, 2017 @  9:00 AM;  2151 Lannon Way Sidney , BC , Canada V8L 3Z1 ;cycling; Cycling; ; ;http://www.active.com//sidney-bc/cycling/mountain-biking-classes/urban-biking-workshop-for-adults-2017-26772884?int=72-3-A288dab620-b922-4a6d-b4dc-3402bb5358cd
SPIN Class (6:15 pm) Winter;Thursday, January  5, 2017 @  6:15 PM - Thursday, March 16, 2017 @  7:15 PM;Lake Country Community Complex 10241 Bottom Wood Lake Road Lake Country , BC , Canada V4V 2M1 ;cycling; Cycling Spinning;District of Lake Country; ;http://www.active.com//lake-country-bc/cycling/spinning-classes/spin-class-6-15-pm-winter-2017?int=72-3-A95a38481b-9b07-402e-90e2-40f120134f20
Cycling Classes - Cycle;Wednesday, January  6, 2016 @  6:00 AM (EST) - Wednesday, December 28, 2016 @  7:00 AM (EST);Kennett Branch 101 Race Street Kennett Square , PA 19348 ;cycling; Cycling Kennett Square, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//kennett-square-pa/cycling/classes/cycling-classes-cycle-2016-19977707?int=72-3-A1172127ba4-c280-43ee-bd4d-de845c0be759
Bikes: Beaters to Custom! [A];Saturday, October 22, 2016 - Saturday, December 10, 2016;Coyote Central 2300 E Cherry Seattle , WA 98122 ;cycling; Cycling Seattle, WA;Coyote Central; ;http://www.active.com/http://www.activekids.com/seattle-wa/cycling/camps/bikes-beaters-to-custom-a-2016?int=72-3-A65f177060-82db-4b55-86ba-624b6b0edd70
Cycling Classes - The Gamut;Friday, November 25, 2016 @  9:00 AM (EST);Roanoke Parks and Recreation 215 Church Avenue, SW Room 303 Roanoke , VA 24011 ;cycling; Cycling Roanoke, VA;Roanoke Parks and Recreation; ;http://www.active.com//roanoke-va/cycling/classes/cycling-classes-the-gamut-2016?int=72-3-A5891f81ba-3765-4959-a79c-b650c71c0bab
Spinning Classes - Spinning: Beginning;Saturday, October 29, 2016 @  8:00 AM (PDT) - Saturday, December 17, 2016 @  8:30 AM (PST);Campbell Community Center 1 W Campbell Ave Campbell , CA 95008 ;cycling; Cycling Spinning Beginner Campbell, CA;Campbell Recreation and Community Services; ;http://www.active.com//campbell-ca/cycling/spinning-classes/spinning-classes-spinning-beginning-2016-25867152?int=72-3-A79a5ad693-c34a-460c-8507-c3755100fa17
Ready, Set, Spin Session 3- 6:30;Tuesday, November  8, 2016 @  6:30 PM (CST) - Thursday, December  1, 2016 @  7:30 PM (CST);Recreation Complex 111 E. Foster Avenue Wood Dale , IL 60191 ;cycling; Fitness Wood Dale, IL;Wood Dale Park District; ;http://www.active.com//wood-dale-il/cycling/spinning-classes/ready-set-spin-session-3-6-30-2016?int=72-3-A199535e4e-efc0-4bdf-b06f-8531686f1b1e
Outdoor Adventures - Beginner Mountain Bike Rides;Friday, August 19, 2016 @  4:00 PM (CDT) - Friday, December  9, 2016 @  5:30 PM (CST);Herrington Patriot Center 3900 University Blvd. Tyler , TX 75799 ;cycling; Cycling Mountain Biking Beginner Tyler, TX;University of Texas at Tyler Department of Recreational Sports; ;http://www.active.com//tyler-tx/cycling/mountain-biking/outdoor-adventures-beginner-mountain-bike-rides-2016-20654528?int=72-3-A575508056-884a-462b-9a8b-e49d0a386776
Cycling Classes - Cycling;Wednesday, March  1, 2017 @  6:30 PM (EST) - Wednesday, April 12, 2017 @  7:15 PM (EDT);Downriver Family YMCA 16777 Northline Road Southgate , MI 48195 ;cycling; Cycling Southgate, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//southgate-mi/cycling/classes/cycling-classes-cycling-2017-27094248?int=72-3-A10280bff1a-9d4b-4b4b-a25f-8b1f2aeb49eb
Bicycle Club Meetings;Wednesday, January  6, 2010 @ 10:00 AM - Sunday, December 27, 2020 @ 12:00 PM;Sun City Mesquite 1350 Flat Top Mesa Drive Mesquite , NV 89034 ;cycling; Cycling Mesquite, NV;Sun City Mesquite; ;http://www.active.com//mesquite-nv/cycling/mountain-biking-classes/bicycle-club-meetings-2010-13220267?int=72-3-A9d8945da7-75da-45d8-adb9-6bd012f65389
Cycling Classes - Cycle 55;Sunday, January  3, 2016 @  8:30 AM (EST) - Sunday, December 18, 2016 @  9:25 AM (EST);West Chester Branch 605 Airport Road West Chester , PA 19380 ;cycling; Cycling West Chester, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//west-chester-pa/cycling/classes/cycling-classes-cycle-55-2016-19535707?int=72-3-A70cb5a4d3-c840-402a-b3ae-01e35181ecc1
Bicycle Club Meetings;Wednesday, January  6, 2010 @ 10:00 AM - Sunday, December 27, 2020 @ 12:00 PM;Sun City Mesquite 1350 Flat Top Mesa Drive Mesquite , NV 89034 ;cycling; Cycling Mesquite, NV;Sun City Mesquite; ;http://www.active.com//mesquite-nv/cycling/mountain-biking-classes/bicycle-club-meetings-2010-13176456?int=72-3-A1073193645-95c8-476d-8a1e-31d10f01853e
Session #2:10:05am-11:20am;Tuesday, December 27, 2016 - Saturday, December 31, 2016;VIrginia Weselyn College 1584 Weselyn Drive Norfolk , VA 23502 ;cycling; Cycling Norfolk, VA;Families of Autistic Children in Tidewater; ;http://www.active.com/http://www.activekids.com/norfolk-va/cycling/camps/session-2-10-05am-11-20am-2016-26387399?int=72-3-A11bbd8bf1d-9917-4053-97b8-3b84bcc89885
Group Indoor Cycling;Wednesday, October 12, 2016 @  6:00 PM (EDT) - Wednesday, November 30, 2016 @  6:45 PM (EST);Brittingham-Midtown Community Center 570 McLawhorne Drive Newport News , VA 23601 ;cycling; Cycling Newport News, VA;Newport News Parks Recreation and Tourism; ;http://www.active.com//newport-news-va/cycling/classes/group-indoor-cycling-2016-25201372?int=72-3-A133ddb557-ae08-4045-9384-467be3ffe23f
Indoor Cycling -Nov 10-Thur-7am;Thursday, November 10, 2016 @  7:00 AM (PST);Evelyn Mount Northeast Community Center 1301 Valley Road Reno , NV 89512 ;cycling; Cycling Reno, NV;City of Reno PRCS; ;http://www.active.com/http://www.activekids.com/reno-nv/cycling/classes/indoor-cycling-nov-10-thur-7am-2016?int=72-3-A10c25ffa68-25db-4735-a414-c5e9169c304a
Pedaling the Prairie;Saturday, February  4, 2017;Waller County Fairgrounds 22000 Fairgrounds Road Hempstead , TX 77445 ;cycling; Cycling;Faith West Academy;http://pedalingtheprairie.org;http://www.active.com//hempstead-tx/cycling/races/pedaling-the-prairie-2017?int=72-3-A1145ec5f58-8a3a-4e4d-b0bd-16477ee8574a
Mad Dog Spinning 1 Monday Terry;Monday, September 12, 2016 @  5:30 AM (EDT) - Monday, November 14, 2016 @  6:30 AM (EST);Hingham Recreation Center 210 Central Street Hingham , MA 02043 ;cycling; Cycling Spinning Hingham, MA;Hingham Recreation; ;http://www.active.com//hingham-ma/cycling/spinning-classes/mad-dog-spinning-1-monday-terry-2016?int=72-3-A52d3c8dc7-4939-4ae0-93f2-93cd98b0764a
Cycle Epic Merchandise;Saturday, December 31, 2016;Spicers Hidden Vale Hidden Vale Adventure Park Grandchester , QLD , Australia 4340 ;cycling; Cycling;Hidden Vale Adventure Park; ;http://www.active.com//grandchester-qld/cycling/cycle-epic-merchandise-2016?int=72-3-A2a15695fb-aca5-4836-a2fd-08996f94e297
Indoor Cycling -Dec 22-Thur-7am;Thursday, December 22, 2016 @  7:00 AM (PST);Evelyn Mount Northeast Community Center 1301 Valley Road Reno , NV 89512 ;cycling; Cycling Reno, NV;City of Reno PRCS; ;http://www.active.com/http://www.activekids.com/reno-nv/cycling/classes/indoor-cycling-dec-22-thur-7am-2016?int=72-3-A272735cde-f601-4e19-b662-0bcb0cdee551
Cycling Classes - Cycle 45;Tuesday, January  5, 2016 @  6:30 PM (EST) - Tuesday, December 27, 2016 @  7:15 PM (EST);Upper Main Line Branch 1416 Berwyn-Paoli Road Berwyn , PA 19312 ;cycling; Cycling Berwyn, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//berwyn-pa/cycling/classes/cycling-classes-cycle-45-2016-19866776?int=72-3-A4a64364c7-a2e7-4926-a57d-b487d22402f9
MTB Showdown - Cross Country Mountain Bike Racing;Sunday, March 12, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;cycling; Cycling Mountain Biking Beginner Granite Bay, CA;Total Body Fitness;http://www.tbfracing.com;http://www.active.com//granite-bay-ca/cycling/mountain-biking-races/mtb-showdown-cross-country-mountain-bike-racing-2017?int=72-3-A10101d4196-7258-43d4-b7e8-fc0387855db3
Cycling;Tuesday, January 10, 2017 @  5:35 AM (EST) - Tuesday, April 18, 2017 @  6:30 AM (EDT);Carls Family YMCA 300 Family Drive Milford , MI 48381 ;cycling; Cycling Milford, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//milford-mi/cycling/classes/cycling-2017?int=72-3-A4e8c704ce-7f65-415c-bce9-3abbe5b3959d
FIT: Indoor Cycling @ Hiawatha Davis;Thursday, January  7, 2016 @ 10:00 AM (MST) - Thursday, December 15, 2016 @ 11:00 AM (MST);Hiawatha Davis Jr. Recreation Center 3334 S. Holly St. Denver , CO 80207 ;cycling; Cycling Denver, CO;City and County of Denver; ;http://www.active.com//denver-co/cycling/classes/fit-indoor-cycling-hiawatha-davis-2016?int=72-3-A8c5851199-60d9-4f34-960b-98f4529ef2ad
TBF Mountain Bike Clinic - Levels 1 & 2;Saturday, March 18, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;cycling; Cycling Mountain Biking Granite Bay, CA;Total Body Fitness;http://www.tbftraining.com;http://www.active.com//granite-bay-ca/cycling/mountain-biking-clinics/tbf-mountain-bike-clinic-levels-1-and-2-2017-27538041?int=72-3-A533b303aa-0d97-48c2-8a62-8b60eec413bc
Off Road Biking 101 - Fall 2016;Saturday, September 24, 2016 @  8:30 AM (EDT) - Saturday, November 12, 2016 @ 10:30 AM (EST);Marion County Parks and Recreation 111 SE 25th Ave. Ocala , FL 34471 ;cycling; Cycling Ocala, FL;City of Ocala Recreation and Parks; ;http://www.active.com/http://www.activekids.com/ocala-fl/cycling/classes/off-road-biking-101-fall-2016?int=72-3-A7e2539e22-2980-4c4b-ba43-1f8832d8a7d1
GACC MYPASS Spin;Monday, September 12, 2016 @  9:00 AM - Monday, December 12, 2016 @ 10:00 AM;Gibsons &ampand Area Community Centre 700 Park Road Gibsons , BC , Canada V0N 1V7 ;cycling; Cycling Spinning;SCRD Parks and Recreation; ;http://www.active.com//gibsons-bc/cycling/spinning-classes/gacc-mypass-spin-2016?int=72-3-A81fe3b76d-f18d-420e-b34f-1ed30eb9ab3c
Indoor Cycling;Monday, April  3, 2017 @  5:30 PM (PDT) - Wednesday, April 26, 2017 @  6:25 PM (PDT);Exertec Health &ampand Fitness Center 1500 First Street Napa , CA 94559 ;cycling; Cycling Napa, CA;City of Napa; ;http://www.active.com//napa-ca/cycling/classes/indoor-cycling-2017-27521326?int=72-3-A7bd6ff3f8-729e-4c23-ac00-07cf39e38b7f
Northwest Singletrack Smorgasbord;Thursday, November 10, 2016;TBA TBD TBD , OR 97224 ;cycling; Cycling Mountain Biking Tbd, OR;Dog Star Adventure Tours; ;http://www.active.com/http://www.activekids.com/tbd-or/cycling/mountain-biking-camps/northwest-singletrack-smorgasbord-2016-ab?int=72-3-A9abd81806-ec94-4488-a4d4-9e64bf74027a
Bicycle Club Meetings;Wednesday, January  6, 2010 @ 10:00 AM - Sunday, December 27, 2020 @ 12:00 PM;Sun City Mesquite 1350 Flat Top Mesa Drive Mesquite , NV 89034 ;cycling; Cycling Mesquite, NV;Sun City Mesquite; ;http://www.active.com//mesquite-nv/cycling/mountain-biking-classes/bicycle-club-meetings-2010-13317796?int=72-3-A3f5885919-43e7-4614-84fc-19026e729d8e
Mad Dog Spinning 2 Wed. Vivian;Wednesday, November 30, 2016 @  5:30 AM (EST) - Wednesday, February  1, 2017 @  6:30 AM (EST);Hingham Recreation Center 210 Central Street Hingham , MA 02043 ;cycling; Cycling Spinning Hingham, MA;Hingham Recreation; ;http://www.active.com//hingham-ma/cycling/spinning-classes/mad-dog-spinning-2-wed-vivian-2016?int=72-3-A10e12dbeb7-1ef5-4002-9684-2c0d6b8b38ab
Spinning;Tuesday, October 11, 2016 @  9:30 AM - Tuesday, November 29, 2016 @ 10:25 AM;  50 Gay Ave Clayton , MO 63105.0 ;cycling; Cycling Spinning Clayton, MO; ; ;http://www.active.com//clayton-mo/cycling/spinning-classes/spinning-2016-08?int=72-3-A3087e751f-dc6d-4043-8c15-c918e4312e77
Morning Session;Friday, December  2, 2016 @  5:00 AM (CST) - Friday, December 30, 2016 @  6:00 AM (CST);  211 E. Pleasant Run Road Suite B DeSoto , TX 75115 ;cycling; Cycling DeSoto, TX; ; ;http://www.active.com//desoto-tx/cycling/classes/morning-session-2016?int=72-3-A933a5d704-4121-4cc4-8bca-01833afecdf3
